467,193
444,145
512,7
830,280
566,398
729,170
126,25
834,72
394,322
478,296
255,8
117,137
101,154
697,78
173,138
651,312
557,215
377,359
291,264
809,44
864,159
218,317
45,66
654,11
541,5
52,427
754,428
46,190
778,95
262,422
472,250
222,224
35,216
436,187
513,129
487,384
117,418
731,214
813,272
260,214
397,388
246,42
440,352
725,279
797,81
420,194
481,235
327,258
464,231
675,213
323,452
167,163
210,278
868,177
882,62
529,383
178,301
601,445
284,238
296,194
220,173
483,333
557,108
629,263
590,360
295,403
221,398
12,106
506,327
76,52
436,215
371,386
308,58
274,340
43,19
258,133
376,222
602,142
269,228
691,238
639,11
504,47
752,406
212,51
182,407
804,238
336,417
399,370
768,361
340,339
297,441
872,421
678,438
733,316
429,356
422,208
66,265
883,90
572,70
411,149
67,54
130,149
483,5
274,450
491,326
503,113
324,14
616,363
892,153
437,318
678,176
254,134
756,13
111,184
149,229
615,217
425,26
378,42
145,148
125,270
489,344
449,110
168,1
782,119
331,69
202,63
778,160
378,391
787,374
114,97
507,364
372,44
610,247
765,233
682,446
105,220
434,91
487,379
501,83
263,390
797,393
835,177
892,181
647,118
228,64
123,289
683,288
201,191
286,195
285,48
546,170
59,147
156,416
841,244
640,221
453,169
823,343
512,258
481,370
685,292
221,437
760,246
216,19
43,126
576,180
879,121
745,421
741,269
687,329
688,406
654,438
582,376
442,193
12,303
785,214
724,361
781,181
513,356
870,158
730,198
847,107
611,312
877,423
273,39
465,0
642,219
190,184
576,245
886,117
686,216
837,336
284,8
426,160
254,121
281,91
887,214
812,365
92,163
328,333
500,151
711,110
82,408
147,136
838,72
614,180
314,101
127,198
31,330
554,326
555,42
311,9
518,44
86,366
174,336
234,453
687,44
40,391
760,19
446,196
244,453
662,267
42,281
880,405
282,359
223,46
408,373
867,271
481,309
519,276
553,326
439,445
380,118
176,24
765,241
101,249
317,328
599,161
877,74
410,196
100,111
256,375
44,353
696,397
353,358
68,97
615,51
100,151
78,245
109,251
358,245
20,122
115,30
355,192
630,308
91,380
674,107
801,284
282,396
776,420
865,400
497,63
446,333
360,385
711,155
682,229
39,409
177,124
746,358
232,221
122,354
722,278
148,80
196,167
230,351
513,253
171,122
406,386
846,304
405,228
583,419
711,57
10,234
378,116
30,370
332,241
628,353
796,209
148,373
69,301
891,54
577,220
149,74
62,179
45,167
544,362
354,199
163,159
207,117
33,56
720,264
516,118
836,207
448,358
759,272
53,280
631,127
305,432
749,244
292,74
161,443
192,453
367,370
554,47
305,320
690,125
656,212
582,57
183,196
762,214
364,375
657,137
855,197
149,140
452,324
526,2
473,295
157,396
36,433
19,384
815,1
324,333
66,177
657,194
578,136
472,89
331,292
631,140
583,427
473,97
55,217
70,144
203,293
211,121
88,414
453,46
385,211
468,294
223,39
713,195
816,214
423,215
743,199
755,231
233,453
356,354
225,403
117,143
477,195
278,333
378,124
848,203
33,164
566,236
234,372
713,19
785,307
831,102
283,289
862,123
547,447
343,151
41,122
225,440
129,360
160,273
1,326
419,251
189,191
289,169
209,416
461,311
132,229
595,405
7,5
40,151
886,439
889,362
116,322
572,223
725,177
818,424
708,355
40,280
807,269
372,137
804,57
148,107
461,129
852,233
854,206
400,121
234,222
321,290
214,52
499,409
889,246
333,237
751,189
531,435
568,243
100,280
267,119
400,284
191,448
676,194
882,384
22,270
171,200
209,388
109,127
18,348
238,19
678,373
289,396
15,220
157,85
584,377
390,47
436,339
414,241
688,40
283,197
655,210
250,92
44,167
626,230
565,294
294,172
544,45
562,275
499,50
570,307
574,269
449,395
813,112
429,446
131,53
768,435
148,365
5,291
324,320
264,203
153,420
82,37
789,319
285,176
559,156
478,319
542,142
57,360
582,55
820,453
837,201
373,98
235,47
810,400
536,98
728,262
861,268
830,21
319,238
352,13
371,407
186,39
27,196
703,362
225,398
888,97
14,344
418,63
50,5
561,239
96,322
331,237
749,445
681,200
313,358
34,321
341,217
92,13
166,266
279,370
878,53
515,47
590,384
561,315
372,159
696,447
597,9
109,404
9,285
346,52
300,194
823,45
785,397
321,306
479,293
594,179
857,291
310,120
400,394
516,339
95,46
252,255
177,271
317,102
750,408
289,148
420,433
545,97
696,187
757,113
578,49
181,11
821,39
732,190
437,223
220,294
408,62
636,280
686,453
851,114
511,264
647,273
837,365
13,190
160,322
224,98
726,176
450,411
347,320
124,133
348,402
775,182
717,345
173,73
240,132
175,362
142,389
265,317
690,77
783,23
562,217
522,246
640,122
248,54
778,154
349,293
862,352
476,446
330,50
112,101
749,322
142,253
638,369
501,205
470,267
465,374
13,110
160,5
74,190
270,306
246,122
175,347
85,51
837,119
528,345
847,445
879,316
630,419
624,397
568,232
482,204
228,427
853,271
802,399
522,379
336,77
314,209
749,409
615,264
361,215
325,39
308,107
373,134
322,309
677,42
872,259
305,188
521,220
67,395
636,159
698,399
397,277
774,418
751,120
814,389
309,73
584,331
775,358
248,137
468,199
230,417
145,30
18,344
368,319
342,354
854,299
799,339
160,141
735,245
257,433
642,235
202,248
41,406
556,335
497,139
138,38
74,258
515,408
272,322
95,339
577,393
410,302
791,268
417,374
90,375
793,174
486,224
824,119
262,186
573,240
304,52
204,311
703,201
316,365
328,107
16,31
175,190
844,252
595,316
840,173
378,365
202,126
314,51
188,273
476,385
859,40
571,307
763,70
745,180
574,395
74,295
516,385
741,87
766,226
174,32
313,274
83,322
840,413
862,234
191,434
428,415
444,19
794,165
758,121
835,235
849,48
252,319
87,60
34,91
240,137
152,111
798,18
640,366
835,301
557,129
461,19
156,204
684,196
280,237
468,158
152,298
524,118
537,253
754,295
576,222
699,130
318,276
126,393
552,289
836,241
359,179
819,305
177,305
147,149
704,196
585,157
181,316
709,358
152,2
585,95
676,24
869,276
726,156
255,197
743,364
875,38
295,369
0,73
743,214
244,387
37,4
136,37
389,10
709,423
651,28
129,415
699,53
477,30
309,402
817,153
21,220
856,247
484,277
1,180
257,386
375,70
546,146
356,387
57,239
66,64
829,112
253,24
526,221
558,362
758,280
622,23
180,98
251,299
666,2
682,155
25,153
428,287
222,21
285,249
226,31
798,31
684,100
774,389
418,121
165,200
78,277
279,222
229,409
890,194
59,420
502,364
449,31
836,98
74,313
628,54
836,117
666,50
428,358
860,22
721,257
530,261
558,203
106,76
426,397
632,452
341,265
715,165
266,314
813,426
672,159
257,134
101,148
323,174
523,306
591,428
164,334
49,388
64,132
600,391
740,172
451,382
184,327
402,229
216,349
318,24
622,118
726,333
364,228
333,352
605,424
309,227
256,408
333,309
152,51
499,385
778,109
750,260
607,145
389,290
1,423
98,289
144,298
737,249
874,223
558,111
730,315
819,362
223,109
709,44
720,278
622,302
29,422
201,241
703,11
507,327
478,27
184,331
660,117
65,422
20,311
216,90
797,402
454,69
77,153
50,317
643,192
142,269
699,428
221,428
669,166
66,282
878,397
645,235
144,331
513,410
811,407
726,120
350,371
482,148
691,334
333,164
707,235
851,234
798,257
520,268
444,168
157,244
613,248
886,164
40,414
711,407
269,153
602,105
810,449
750,135
813,277
138,228
670,92
828,24
714,335
360,149
442,133
457,268
502,10
587,194
443,223
303,176
706,325
162,245
381,260
90,14
833,442
470,306
193,264
416,41
359,233
837,101
600,177
104,244
867,396
209,355
147,204
706,170
320,314
482,166
85,165
537,80
567,40
412,281
145,47
187,67
50,190
497,438
448,70
387,437
262,423
8,84
191,129
351,124
804,202
507,338
415,271
222,257
375,326
223,50
659,25
887,193
813,85
845,292
345,335
489,50
182,55
510,256
36,269
802,41
270,123
736,438
694,375
347,295
293,443
391,410
811,161
384,403
274,146
429,360
367,233
487,300
393,139
683,86
476,308
517,77
840,68
797,115
822,179
298,142
407,36
23,2
884,143
388,108
61,450
503,120
809,195
146,216
549,53
888,153
786,269
23,345
173,22
199,368
393,263
277,174
709,310
438,324
9,116
717,167
164,148
721,222
427,143
804,430
280,220
342,75
699,250
200,14
300,86
503,152
890,321
612,18
884,252
717,370
544,191
735,283
400,17
292,185
502,269
662,378
407,385
39,158
877,29
262,279
276,437
265,207
555,263
421,130
687,224
106,49
392,264
799,118
778,145
794,81
264,244
138,397
295,366
863,187
466,128
654,405
343,75
589,441
434,115
326,143
708,179
405,78
803,209
862,397
258,23
869,159
407,264
172,66
737,384
874,276
192,118
404,166
774,111
100,90
471,185
543,303
393,273
410,406
248,262
82,222
377,3
656,402
842,273
792,266
644,311
735,97
451,341
360,4
223,105
592,325
230,119
540,138
114,266
113,230
62,191
685,414
142,127
819,416
246,423
620,233
310,368
542,280
377,371
24,35
669,130
854,315
532,199
755,322
609,308
734,5
375,337
554,82
396,237
866,75
447,295
573,434
751,47
23,343
120,332
288,147
213,206
72,253
353,159
288,291
768,254
156,420
386,363
639,353
445,308
833,326
124,100
405,426
382,39
494,101
681,229
519,414
711,425
535,423
822,234
805,436
131,380
667,214
92,135
885,241
469,322
91,94
655,338
803,100
816,312
303,184
149,340
396,21
288,271
421,197
472,83
32,265
568,170
306,94
114,373
659,431
184,24
306,227
843,103
188,44
504,165
305,38
110,353
267,92
582,365
455,209
824,296
883,197
668,302
754,2
31,275
284,110
466,226
104,393
139,282
584,3
54,94
406,308
717,291
380,388
65,91
280,408
636,172
265,138
847,58
16,116
603,340
700,44
512,144
359,443
218,88
716,39
287,91
206,426
333,75
860,421
498,99
26,168
117,261
770,268
255,444
158,125
804,292
863,87
685,8
397,450
382,397
25,1
358,73
291,250
847,154
810,159
549,39
485,422
33,326
294,251
361,342
339,149
424,243
282,49
415,367
465,55
527,393
441,273
262,290
659,88
66,322
1,68
590,170
608,178
70,143
562,259
65,180
508,72
145,403
799,422
874,275
174,135
275,249
249,352
132,9
7,325
490,143
537,183
827,173
178,122
596,347
128,185
573,61
600,167
140,151
807,221
4,446
66,352
242,421
685,254
422,298
214,364
432,16
517,150
435,421
154,53
786,68
638,400
53,364
476,16
242,84
67,46
792,198
497,221
635,218
22,164
533,40
502,419
794,92
335,253
831,204
271,135
10,248
80,211
162,113
803,192
179,301
177,350
503,416
536,43
230,36
13,391
880,48
566,258
226,274
536,388
586,398
10,305
531,380
422,70
24,68
219,85
244,306
522,394
569,32
579,152
376,291
89,122
493,369
570,385
412,243
754,26
40,215
864,177
778,159
189,331
122,451
260,356
575,12
605,285
850,422
348,134
19,104
561,22
738,262
340,429
772,211
35,354
484,201
