,0,1,2
0,17.0,127.0,1.0
1,528.0,449.0,0.0
2,9.0,81.0,1.0
3,43.0,11.0,1.0
4,518.0,393.0,0.0
5,524.0,144.0,0.0
6,295.0,1.0,1.0
7,592.0,325.0,0.0
8,58.0,26.0,1.0
9,337.0,0.0,1.0
10,656.0,224.0,1.0
11,0.0,69.0,1.0
12,300.0,86.0,0.0
13,287.0,4.0,1.0
14,0.0,63.0,1.0
15,107.0,174.0,1.0
16,99.0,143.0,1.0
17,5.0,12.0,1.0
18,23.0,68.0,1.0
19,9.0,149.0,1.0
20,840.0,413.0,0.0
21,12.0,13.0,1.0
22,69.0,70.0,1.0
23,13.0,185.0,1.0
24,416.0,41.0,0.0
25,133.0,0.0,1.0
26,145.0,47.0,0.0
27,430.0,3.0,1.0
28,819.0,39.0,0.0
29,886.0,101.0,0.0
30,685.0,8.0,0.0
31,53.0,43.0,0.0
32,650.0,97.0,1.0
33,6.0,78.0,1.0
34,816.0,214.0,0.0
35,63.0,46.0,1.0
36,546.0,146.0,0.0
37,862.0,174.0,1.0
38,111.0,203.0,1.0
39,12.0,127.0,1.0
40,353.0,2.0,1.0
41,135.0,370.0,0.0
42,818.0,257.0,0.0
43,883.0,15.0,1.0
44,7.0,174.0,0.0
45,154.0,53.0,0.0
46,8.0,143.0,1.0
47,6.0,3.0,1.0
48,448.0,0.0,1.0
49,51.0,431.0,0.0
50,349.0,293.0,0.0
51,400.0,3.0,1.0
52,1.0,46.0,1.0
53,343.0,151.0,0.0
54,200.0,428.0,0.0
55,799.0,66.0,0.0
56,122.0,207.0,0.0
57,8.0,367.0,1.0
58,268.0,35.0,1.0
59,113.0,230.0,0.0
60,674.0,211.0,0.0
61,100.0,151.0,0.0
62,290.0,9.0,1.0
63,635.0,401.0,0.0
64,12.0,12.0,1.0
65,282.0,111.0,0.0
66,13.0,66.0,1.0
67,464.0,10.0,0.0
68,635.0,47.0,0.0
69,40.0,151.0,0.0
70,28.0,22.0,1.0
71,27.0,226.0,1.0
72,736.0,438.0,0.0
73,90.0,1.0,1.0
74,611.0,312.0,0.0
75,9.0,172.0,1.0
76,280.0,39.0,1.0
77,211.0,121.0,0.0
78,21.0,318.0,0.0
79,457.0,285.0,0.0
80,75.0,301.0,1.0
81,41.0,122.0,0.0
82,58.0,166.0,1.0
83,110.0,13.0,1.0
84,67.0,179.0,1.0
85,284.0,18.0,1.0
86,100.0,287.0,1.0
87,717.0,382.0,1.0
88,34.0,145.0,1.0
89,329.0,1.0,1.0
90,29.0,116.0,1.0
91,87.0,162.0,1.0
92,5.0,43.0,1.0
93,0.0,70.0,1.0
94,123.0,50.0,1.0
95,103.0,337.0,0.0
96,739.0,60.0,1.0
97,59.0,247.0,1.0
98,4.0,125.0,1.0
99,39.0,434.0,1.0
100,277.0,34.0,1.0
101,855.0,223.0,0.0
102,91.0,94.0,0.0
103,646.0,135.0,1.0
104,874.0,223.0,0.0
105,33.0,4.0,1.0
106,129.0,360.0,0.0
107,157.0,220.0,0.0
108,39.0,368.0,1.0
109,448.0,358.0,0.0
110,652.0,11.0,0.0
111,27.0,288.0,1.0
112,233.0,272.0,0.0
113,395.0,6.0,1.0
114,156.0,204.0,0.0
115,376.0,145.0,0.0
116,3.0,89.0,1.0
117,228.0,64.0,0.0
118,431.0,97.0,0.0
119,186.0,2.0,1.0
120,305.0,320.0,0.0
121,160.0,48.0,1.0
122,51.0,121.0,1.0
123,268.0,7.0,1.0
124,54.0,5.0,1.0
125,755.0,155.0,1.0
126,817.0,7.0,1.0
127,12.0,58.0,1.0
128,95.0,32.0,0.0
129,593.0,270.0,1.0
130,476.0,385.0,0.0
131,67.0,387.0,1.0
132,1.0,246.0,1.0
133,83.0,329.0,1.0
134,557.0,88.0,0.0
135,2.0,10.0,1.0
136,145.0,448.0,1.0
137,221.0,398.0,0.0
138,30.0,20.0,1.0
139,3.0,3.0,1.0
140,181.0,39.0,0.0
141,23.0,180.0,1.0
142,11.0,17.0,1.0
143,130.0,452.0,1.0
144,274.0,15.0,1.0
145,36.0,14.0,0.0
146,131.0,380.0,0.0
147,273.0,0.0,1.0
148,2.0,46.0,1.0
149,840.0,68.0,0.0
150,0.0,113.0,1.0
151,95.0,249.0,1.0
152,338.0,44.0,1.0
153,709.0,326.0,0.0
154,747.0,102.0,1.0
155,735.0,100.0,1.0
156,196.0,272.0,0.0
157,615.0,278.0,0.0
158,854.0,315.0,0.0
159,314.0,255.0,0.0
160,376.0,7.0,1.0
161,77.0,64.0,0.0
162,193.0,264.0,0.0
163,155.0,165.0,1.0
164,62.0,258.0,0.0
165,487.0,384.0,0.0
166,720.0,48.0,0.0
167,467.0,193.0,0.0
168,355.0,287.0,0.0
169,437.0,318.0,0.0
170,662.0,79.0,0.0
171,336.0,417.0,0.0
172,3.0,61.0,1.0
173,626.0,230.0,0.0
174,210.0,205.0,0.0
175,656.0,212.0,0.0
176,871.0,7.0,1.0
177,707.0,235.0,0.0
178,477.0,127.0,0.0
179,232.0,150.0,0.0
180,41.0,132.0,1.0
181,57.0,15.0,1.0
182,124.0,45.0,1.0
183,103.0,71.0,1.0
184,25.0,11.0,1.0
185,852.0,189.0,0.0
186,354.0,261.0,0.0
187,229.0,234.0,0.0
188,10.0,88.0,1.0
189,786.0,68.0,0.0
190,543.0,303.0,0.0
191,544.0,362.0,0.0
192,530.0,84.0,0.0
193,279.0,3.0,1.0
194,333.0,50.0,1.0
195,666.0,50.0,0.0
196,2.0,142.0,1.0
197,429.0,394.0,0.0
198,139.0,144.0,0.0
199,695.0,450.0,0.0
200,596.0,201.0,0.0
201,171.0,16.0,1.0
202,636.0,280.0,0.0
203,613.0,248.0,0.0
204,59.0,12.0,1.0
205,659.0,107.0,1.0
206,520.0,2.0,1.0
207,68.0,131.0,1.0
208,481.0,190.0,1.0
209,309.0,2.0,1.0
210,177.0,413.0,0.0
211,688.0,406.0,0.0
212,274.0,340.0,0.0
213,90.0,375.0,0.0
214,403.0,2.0,1.0
215,740.0,81.0,1.0
216,796.0,209.0,0.0
217,308.0,21.0,1.0
218,178.0,28.0,0.0
219,112.0,73.0,1.0
220,711.0,425.0,0.0
221,3.0,46.0,1.0
222,4.0,75.0,1.0
223,554.0,326.0,0.0
224,663.0,141.0,1.0
225,26.0,10.0,1.0
226,869.0,224.0,0.0
227,45.0,167.0,0.0
228,603.0,117.0,1.0
229,529.0,26.0,0.0
230,151.0,230.0,1.0
231,5.0,126.0,1.0
232,425.0,40.0,1.0
233,117.0,333.0,1.0
234,288.0,48.0,1.0
235,324.0,320.0,0.0
236,447.0,50.0,1.0
237,743.0,1.0,1.0
238,9.0,23.0,1.0
239,651.0,63.0,0.0
240,10.0,95.0,1.0
241,610.0,188.0,0.0
242,647.0,273.0,0.0
243,667.0,27.0,0.0
244,479.0,73.0,1.0
245,881.0,311.0,1.0
246,287.0,312.0,0.0
247,312.0,78.0,1.0
248,516.0,177.0,0.0
249,887.0,132.0,0.0
250,833.0,442.0,0.0
251,220.0,294.0,0.0
252,226.0,31.0,0.0
253,95.0,46.0,0.0
254,122.0,17.0,1.0
255,711.0,124.0,1.0
256,47.0,180.0,1.0
257,199.0,15.0,1.0
258,1.0,324.0,0.0
259,193.0,67.0,1.0
260,883.0,197.0,0.0
261,861.0,91.0,0.0
262,410.0,199.0,1.0
263,850.0,373.0,0.0
264,3.0,64.0,1.0
265,737.0,32.0,0.0
266,91.0,79.0,0.0
267,791.0,247.0,0.0
268,25.0,1.0,0.0
269,246.0,1.0,1.0
270,89.0,1.0,1.0
271,371.0,386.0,0.0
272,396.0,327.0,0.0
273,44.0,167.0,0.0
274,75.0,221.0,1.0
275,856.0,14.0,1.0
276,293.0,8.0,1.0
277,54.0,57.0,1.0
278,384.0,66.0,1.0
279,785.0,289.0,0.0
280,483.0,1.0,1.0
281,772.0,1.0,1.0
282,230.0,36.0,0.0
283,109.0,251.0,0.0
284,376.0,382.0,0.0
285,576.0,245.0,0.0
286,160.0,141.0,0.0
287,34.0,321.0,0.0
288,40.0,419.0,0.0
289,45.0,12.0,1.0
290,36.0,27.0,1.0
291,318.0,24.0,0.0
292,205.0,256.0,1.0
293,174.0,421.0,0.0
294,33.0,128.0,1.0
295,381.0,2.0,1.0
296,880.0,48.0,0.0
297,489.0,30.0,1.0
298,216.0,2.0,1.0
299,91.0,172.0,1.0
300,497.0,438.0,0.0
301,500.0,308.0,0.0
302,173.0,18.0,1.0
303,78.0,277.0,0.0
304,407.0,398.0,0.0
305,139.0,282.0,0.0
306,5.0,124.0,0.0
307,148.0,30.0,1.0
308,747.0,234.0,0.0
309,115.0,150.0,1.0
310,281.0,91.0,0.0
311,755.0,301.0,0.0
312,510.0,120.0,0.0
313,856.0,247.0,0.0
314,106.0,312.0,1.0
315,699.0,53.0,0.0
316,578.0,136.0,0.0
317,864.0,59.0,0.0
318,54.0,34.0,1.0
319,32.0,40.0,1.0
320,253.0,24.0,0.0
321,24.0,292.0,1.0
322,385.0,319.0,0.0
323,191.0,258.0,0.0
324,481.0,370.0,0.0
325,685.0,414.0,0.0
326,831.0,36.0,1.0
327,860.0,421.0,0.0
328,67.0,224.0,1.0
329,357.0,201.0,0.0
330,235.0,390.0,0.0
331,863.0,187.0,0.0
332,195.0,11.0,1.0
333,10.0,305.0,0.0
334,280.0,53.0,1.0
335,191.0,315.0,1.0
336,202.0,9.0,1.0
337,166.0,21.0,1.0
338,843.0,126.0,0.0
339,753.0,205.0,0.0
340,156.0,22.0,1.0
341,299.0,9.0,1.0
342,8.0,301.0,1.0
343,110.0,10.0,1.0
344,17.0,10.0,1.0
345,174.0,56.0,0.0
346,784.0,167.0,0.0
347,540.0,51.0,1.0
348,884.0,252.0,0.0
349,50.0,261.0,1.0
350,515.0,47.0,0.0
351,639.0,11.0,0.0
352,14.0,108.0,1.0
353,3.0,25.0,1.0
354,327.0,258.0,0.0
355,157.0,349.0,0.0
356,479.0,7.0,1.0
357,821.0,171.0,0.0
358,869.0,136.0,0.0
359,653.0,246.0,0.0
360,375.0,23.0,1.0
361,165.0,0.0,1.0
362,774.0,97.0,1.0
363,756.0,7.0,1.0
364,31.0,273.0,1.0
365,15.0,32.0,1.0
366,392.0,113.0,0.0
367,443.0,74.0,0.0
368,817.0,153.0,0.0
369,354.0,35.0,1.0
370,251.0,230.0,1.0
371,840.0,173.0,0.0
372,412.0,281.0,0.0
373,428.0,260.0,0.0
374,142.0,389.0,0.0
375,761.0,369.0,0.0
376,1.0,19.0,1.0
377,449.0,31.0,0.0
378,837.0,234.0,0.0
379,696.0,187.0,0.0
380,108.0,3.0,1.0
381,306.0,29.0,1.0
382,6.0,170.0,1.0
383,641.0,74.0,0.0
384,350.0,371.0,0.0
385,595.0,365.0,0.0
386,279.0,159.0,1.0
387,494.0,101.0,0.0
388,589.0,44.0,1.0
389,331.0,69.0,0.0
390,512.0,235.0,0.0
391,10.0,172.0,1.0
392,213.0,7.0,1.0
393,185.0,23.0,1.0
394,188.0,3.0,1.0
395,835.0,149.0,0.0
396,301.0,187.0,0.0
397,586.0,267.0,0.0
398,867.0,271.0,0.0
399,472.0,83.0,0.0
400,603.0,340.0,0.0
401,602.0,142.0,0.0
402,26.0,231.0,1.0
403,617.0,340.0,0.0
404,533.0,74.0,1.0
405,139.0,16.0,1.0
406,335.0,1.0,1.0
407,3.0,119.0,1.0
408,70.0,18.0,1.0
409,615.0,14.0,1.0
410,516.0,326.0,0.0
411,93.0,41.0,1.0
412,87.0,163.0,1.0
413,868.0,208.0,0.0
414,839.0,183.0,0.0
415,32.0,234.0,1.0
416,600.0,391.0,0.0
417,50.0,18.0,1.0
418,819.0,203.0,1.0
419,335.0,0.0,1.0
420,774.0,389.0,0.0
421,16.0,269.0,1.0
422,532.0,442.0,0.0
423,415.0,257.0,1.0
424,19.0,68.0,1.0
425,523.0,115.0,0.0
426,9.0,285.0,0.0
427,420.0,95.0,0.0
428,3.0,63.0,1.0
429,417.0,63.0,1.0
430,1.0,76.0,1.0
431,99.0,140.0,0.0
432,697.0,78.0,0.0
433,219.0,1.0,1.0
434,361.0,374.0,0.0
435,311.0,9.0,0.0
436,499.0,103.0,0.0
437,20.0,353.0,1.0
438,126.0,443.0,0.0
439,55.0,182.0,1.0
440,7.0,142.0,1.0
441,17.0,13.0,1.0
442,502.0,445.0,1.0
443,16.0,188.0,1.0
444,220.0,173.0,0.0
445,741.0,27.0,1.0
446,47.0,149.0,1.0
447,98.0,100.0,1.0
448,568.0,416.0,0.0
449,5.0,48.0,1.0
450,137.0,130.0,1.0
451,16.0,228.0,1.0
452,2.0,170.0,1.0
453,600.0,98.0,1.0
454,189.0,0.0,1.0
455,222.0,157.0,0.0
456,836.0,47.0,1.0
457,17.0,75.0,0.0
