,0,1,2
0,1.0,64.0,1.0
1,46.0,122.0,1.0
2,160.0,18.0,1.0
3,828.0,24.0,0.0
4,274.0,340.0,0.0
5,126.0,94.0,1.0
6,758.0,280.0,0.0
7,45.0,167.0,0.0
8,703.0,85.0,1.0
9,135.0,104.0,1.0
10,299.0,9.0,1.0
11,347.0,60.0,1.0
12,354.0,261.0,0.0
13,284.0,8.0,0.0
14,876.0,12.0,1.0
15,10.0,276.0,1.0
16,483.0,1.0,1.0
17,754.0,2.0,0.0
18,4.0,101.0,1.0
19,802.0,246.0,0.0
20,841.0,175.0,0.0
21,778.0,145.0,0.0
22,222.0,21.0,0.0
23,54.0,5.0,1.0
24,352.0,321.0,0.0
25,220.0,33.0,1.0
26,886.0,439.0,0.0
27,486.0,384.0,0.0
28,770.0,219.0,0.0
29,311.0,148.0,1.0
30,84.0,162.0,1.0
31,85.0,274.0,1.0
32,689.0,7.0,1.0
33,354.0,82.0,1.0
34,287.0,92.0,1.0
35,461.0,0.0,1.0
36,445.0,254.0,1.0
37,372.0,4.0,1.0
38,305.0,3.0,1.0
39,139.0,339.0,0.0
40,152.0,19.0,0.0
41,362.0,38.0,1.0
42,864.0,190.0,0.0
43,390.0,33.0,1.0
44,548.0,450.0,0.0
45,343.0,75.0,0.0
46,223.0,50.0,0.0
47,388.0,260.0,0.0
48,79.0,393.0,1.0
49,99.0,200.0,1.0
50,436.0,297.0,1.0
51,83.0,349.0,1.0
52,47.0,19.0,1.0
53,337.0,355.0,0.0
54,134.0,3.0,0.0
55,271.0,350.0,0.0
56,149.0,74.0,0.0
57,245.0,81.0,1.0
58,885.0,436.0,0.0
59,19.0,120.0,1.0
60,91.0,172.0,1.0
61,69.0,23.0,1.0
62,678.0,373.0,0.0
63,650.0,181.0,0.0
64,43.0,164.0,1.0
65,4.0,111.0,1.0
66,422.0,31.0,1.0
67,2.0,75.0,1.0
68,328.0,378.0,0.0
69,36.0,433.0,0.0
70,42.0,164.0,0.0
71,6.0,125.0,1.0
72,45.0,406.0,0.0
73,261.0,136.0,1.0
74,861.0,91.0,0.0
75,16.0,194.0,1.0
76,549.0,14.0,1.0
77,320.0,2.0,1.0
78,3.0,77.0,1.0
79,403.0,2.0,1.0
80,0.0,12.0,1.0
81,14.0,108.0,1.0
82,10.0,378.0,0.0
83,892.0,181.0,0.0
84,47.0,3.0,0.0
85,122.0,451.0,0.0
86,366.0,394.0,1.0
87,123.0,26.0,1.0
88,799.0,422.0,0.0
89,74.0,313.0,0.0
90,249.0,2.0,1.0
91,686.0,40.0,1.0
92,119.0,36.0,1.0
93,758.0,326.0,0.0
94,797.0,115.0,0.0
95,509.0,5.0,0.0
96,208.0,415.0,1.0
97,860.0,22.0,0.0
98,189.0,36.0,1.0
99,716.0,170.0,0.0
100,627.0,7.0,1.0
101,816.0,30.0,1.0
102,328.0,107.0,0.0
103,91.0,145.0,1.0
104,884.0,379.0,0.0
105,418.0,451.0,0.0
106,264.0,1.0,1.0
107,536.0,43.0,0.0
108,88.0,57.0,1.0
109,12.0,5.0,1.0
110,185.0,23.0,1.0
111,2.0,3.0,1.0
112,605.0,285.0,0.0
113,57.0,212.0,1.0
114,353.0,3.0,1.0
115,77.0,4.0,1.0
116,880.0,36.0,1.0
117,890.0,278.0,1.0
118,9.0,116.0,0.0
119,325.0,257.0,1.0
120,264.0,203.0,0.0
121,118.0,417.0,1.0
122,819.0,362.0,0.0
123,200.0,9.0,1.0
124,622.0,15.0,1.0
125,210.0,373.0,0.0
126,1.0,51.0,1.0
127,147.0,50.0,1.0
128,318.0,276.0,0.0
129,46.0,331.0,0.0
130,274.0,43.0,1.0
131,321.0,65.0,1.0
132,582.0,376.0,0.0
133,225.0,440.0,0.0
134,3.0,63.0,1.0
135,225.0,398.0,0.0
136,561.0,19.0,1.0
137,265.0,27.0,0.0
138,216.0,2.0,1.0
139,66.0,265.0,0.0
140,32.0,122.0,1.0
141,149.0,229.0,0.0
142,692.0,294.0,0.0
143,283.0,197.0,0.0
144,301.0,289.0,0.0
145,458.0,37.0,1.0
146,601.0,436.0,0.0
147,108.0,44.0,1.0
148,765.0,451.0,0.0
149,545.0,9.0,1.0
150,657.0,194.0,0.0
151,651.0,3.0,1.0
152,435.0,421.0,0.0
153,209.0,355.0,0.0
154,186.0,280.0,1.0
155,576.0,222.0,0.0
156,370.0,63.0,0.0
157,5.0,123.0,0.0
158,14.0,95.0,1.0
159,188.0,3.0,1.0
160,866.0,75.0,0.0
161,794.0,81.0,0.0
162,358.0,73.0,0.0
163,159.0,126.0,1.0
164,557.0,108.0,0.0
165,733.0,82.0,0.0
166,30.0,32.0,1.0
167,226.0,274.0,0.0
168,436.0,187.0,0.0
169,783.0,45.0,0.0
170,37.0,5.0,1.0
171,262.0,103.0,0.0
172,336.0,435.0,0.0
173,9.0,149.0,1.0
174,682.0,155.0,0.0
175,24.0,35.0,0.0
176,76.0,72.0,1.0
177,786.0,169.0,0.0
178,0.0,56.0,1.0
179,167.0,44.0,0.0
180,794.0,92.0,0.0
181,1.0,113.0,1.0
182,805.0,399.0,0.0
183,255.0,444.0,0.0
184,880.0,354.0,0.0
185,887.0,200.0,0.0
186,482.0,309.0,1.0
187,397.0,277.0,0.0
188,203.0,39.0,1.0
189,433.0,139.0,0.0
190,49.0,205.0,0.0
191,736.0,44.0,1.0
192,612.0,18.0,0.0
193,12.0,206.0,1.0
194,178.0,13.0,0.0
195,66.0,62.0,1.0
196,824.0,98.0,0.0
197,328.0,258.0,0.0
198,654.0,11.0,0.0
199,35.0,223.0,1.0
200,389.0,213.0,0.0
201,636.0,354.0,0.0
202,57.0,67.0,1.0
203,540.0,411.0,0.0
204,6.0,24.0,1.0
205,21.0,346.0,1.0
206,30.0,56.0,1.0
207,515.0,54.0,1.0
208,37.0,16.0,1.0
209,387.0,35.0,0.0
210,256.0,195.0,1.0
211,73.0,24.0,1.0
212,748.0,151.0,1.0
213,116.0,18.0,1.0
214,869.0,136.0,0.0
215,34.0,91.0,0.0
216,761.0,14.0,1.0
217,387.0,49.0,0.0
218,178.0,69.0,1.0
219,16.0,138.0,1.0
220,176.0,169.0,1.0
221,140.0,99.0,1.0
222,287.0,91.0,0.0
223,335.0,253.0,0.0
224,65.0,1.0,0.0
225,449.0,4.0,1.0
226,495.0,76.0,1.0
227,64.0,207.0,1.0
228,3.0,89.0,1.0
229,221.0,428.0,0.0
230,55.0,385.0,0.0
231,428.0,415.0,0.0
232,344.0,30.0,1.0
233,22.0,72.0,1.0
234,710.0,423.0,0.0
235,722.0,72.0,1.0
236,130.0,149.0,0.0
237,142.0,20.0,1.0
238,86.0,217.0,1.0
239,649.0,294.0,1.0
240,123.0,50.0,1.0
241,870.0,158.0,0.0
242,17.0,83.0,1.0
243,233.0,453.0,0.0
244,0.0,133.0,1.0
245,20.0,145.0,1.0
246,139.0,158.0,1.0
247,814.0,389.0,0.0
248,205.0,184.0,0.0
249,13.0,198.0,1.0
250,60.0,173.0,1.0
251,359.0,27.0,1.0
252,144.0,45.0,1.0
253,5.0,56.0,1.0
254,388.0,258.0,0.0
255,783.0,82.0,1.0
256,94.0,4.0,1.0
257,8.0,143.0,1.0
258,65.0,65.0,1.0
