,0
0,0.7664887309074402
1,0.7826308608055115
2,0.9288514852523804
3,0.9804880023002625
4,0.5086493492126465
5,0.5386741161346436
6,0.12484674155712128
7,0.8795190453529358
8,0.3074541985988617
9,0.5499699711799622
10,0.6304096579551697
11,0.7561556696891785
12,0.8854049444198608
13,0.6761627793312073
14,0.9872717261314392
15,0.5896677374839783
16,0.8522366285324097
17,0.9753605723381042
18,0.16522721946239471
19,0.9791936278343201
20,0.5223039388656616
21,0.9829036593437195
22,0.9999865293502808
23,0.953477144241333
24,0.9705632328987122
25,0.9534344673156738
26,0.6685508489608765
27,0.5470507740974426
28,0.8932817578315735
29,0.9904001355171204
30,0.4980562925338745
31,0.9839646816253662
32,0.5133734941482544
33,0.991637647151947
34,0.5388782620429993
35,0.7285592555999756
36,0.5021069049835205
37,0.5815763473510742
38,0.8786064982414246
39,0.9878012537956238
40,1.0
41,0.5239582061767578
42,0.9825454950332642
43,0.5746698975563049
44,0.6325647234916687
45,0.0966014415025711
46,0.8694716095924377
47,0.6629623770713806
48,0.6940836906433105
49,0.9902160167694092
50,0.9953293800354004
51,0.587736189365387
52,0.988467276096344
53,0.9607383608818054
54,0.6914495825767517
55,0.7731989026069641
56,0.6452073454856873
57,0.26186415553092957
58,0.7974305152893066
59,0.9977568984031677
60,0.5718012452125549
61,0.4995628595352173
62,0.9839874505996704
63,0.8149380683898926
64,0.48789337277412415
65,0.9775993824005127
66,0.9997091889381409
67,0.5018615126609802
68,0.9880478382110596
69,0.7562227249145508
70,0.5703275203704834
71,0.4408078193664551
72,0.9944304823875427
73,0.7552858591079712
74,0.4902167022228241
75,0.1874670833349228
76,0.6439515948295593
77,0.9995085000991821
78,0.977925181388855
79,0.5022324323654175
80,0.9512465596199036
81,0.9787847399711609
82,0.999998927116394
83,0.7136011123657227
84,0.5471524596214294
85,0.9565063118934631
86,0.510909378528595
87,0.531286358833313
88,0.7913500666618347
89,0.9963610768318176
90,0.6447321772575378
91,0.9999997615814209
92,0.9443313479423523
93,0.9999955892562866
94,0.16191630065441132
95,0.9668481945991516
96,0.983496904373169
97,0.5736314058303833
98,0.3500458598136902
99,0.9990087747573853
100,0.99998939037323
101,0.508533775806427
102,0.4899131655693054
103,0.547151505947113
104,0.990003228187561
105,0.5083047151565552
106,0.8889085650444031
107,0.9789611101150513
108,0.9996252059936523
109,0.9999984502792358
110,0.9783637523651123
111,0.5511698722839355
112,0.9903658628463745
113,0.973555862903595
114,0.7272145748138428
115,0.9999997615814209
116,0.5184047818183899
117,0.23671472072601318
118,0.4732765257358551
119,0.560050904750824
120,0.5924907326698303
