,0,1,2
0,346.0,161.0,1.0
1,689.0,7.0,1.0
2,46.0,331.0,0.0
3,519.0,97.0,1.0
4,699.0,250.0,0.0
5,101.0,31.0,1.0
6,120.0,30.0,1.0
7,147.0,136.0,0.0
8,425.0,40.0,1.0
9,178.0,69.0,1.0
10,84.0,212.0,0.0
11,54.0,57.0,1.0
12,869.0,136.0,0.0
13,23.0,16.0,1.0
14,110.0,10.0,1.0
15,11.0,39.0,1.0
16,810.0,25.0,1.0
17,706.0,166.0,1.0
18,230.0,3.0,1.0
19,39.0,370.0,1.0
20,453.0,306.0,0.0
21,263.0,28.0,1.0
22,19.0,13.0,1.0
23,3.0,87.0,1.0
24,656.0,224.0,1.0
25,536.0,388.0,0.0
26,32.0,318.0,1.0
27,661.0,297.0,0.0
28,289.0,29.0,1.0
29,40.0,167.0,0.0
30,315.0,0.0,1.0
31,242.0,421.0,0.0
32,573.0,61.0,0.0
33,306.0,21.0,1.0
34,520.0,60.0,0.0
35,323.0,181.0,1.0
36,745.0,83.0,1.0
37,424.0,243.0,0.0
38,557.0,88.0,0.0
39,1.0,11.0,1.0
40,39.0,368.0,1.0
41,100.0,280.0,0.0
42,495.0,293.0,1.0
43,153.0,38.0,1.0
44,579.0,152.0,0.0
45,47.0,149.0,1.0
46,87.0,163.0,1.0
47,244.0,453.0,0.0
48,524.0,144.0,0.0
49,192.0,405.0,0.0
50,486.0,143.0,0.0
51,123.0,50.0,1.0
52,483.0,1.0,1.0
53,149.0,140.0,0.0
54,554.0,82.0,0.0
55,644.0,14.0,1.0
56,6.0,2.0,1.0
57,155.0,39.0,0.0
58,43.0,110.0,1.0
59,821.0,259.0,1.0
60,4.0,25.0,1.0
61,560.0,421.0,0.0
62,507.0,107.0,0.0
63,304.0,295.0,0.0
64,263.0,71.0,0.0
65,10.0,53.0,1.0
66,158.0,1.0,1.0
67,142.0,20.0,1.0
68,182.0,55.0,0.0
69,406.0,283.0,0.0
70,200.0,3.0,1.0
71,74.0,311.0,0.0
72,396.0,26.0,1.0
73,206.0,62.0,1.0
74,549.0,39.0,0.0
75,213.0,52.0,1.0
76,11.0,175.0,1.0
77,207.0,381.0,1.0
78,14.0,175.0,1.0
79,11.0,10.0,1.0
80,234.0,278.0,0.0
81,30.0,8.0,1.0
82,512.0,312.0,0.0
83,472.0,89.0,0.0
84,499.0,270.0,0.0
85,799.0,196.0,0.0
86,282.0,9.0,1.0
87,856.0,247.0,0.0
88,278.0,20.0,1.0
89,7.0,59.0,1.0
90,6.0,182.0,1.0
91,425.0,99.0,1.0
92,345.0,117.0,0.0
93,64.0,132.0,0.0
94,23.0,39.0,1.0
95,147.0,50.0,1.0
96,768.0,71.0,0.0
97,69.0,241.0,1.0
98,585.0,125.0,0.0
99,406.0,386.0,0.0
100,403.0,2.0,1.0
101,396.0,327.0,0.0
102,605.0,285.0,0.0
103,8.0,214.0,1.0
104,139.0,144.0,0.0
105,7.0,154.0,1.0
106,557.0,215.0,0.0
107,468.0,294.0,0.0
108,390.0,186.0,0.0
109,807.0,4.0,1.0
110,428.0,2.0,1.0
111,3.0,70.0,1.0
112,156.0,426.0,0.0
113,304.0,93.0,1.0
114,338.0,44.0,1.0
115,593.0,270.0,1.0
116,232.0,221.0,0.0
117,879.0,316.0,0.0
118,176.0,37.0,1.0
119,59.0,130.0,0.0
120,506.0,409.0,1.0
121,370.0,42.0,1.0
122,385.0,211.0,0.0
123,83.0,322.0,0.0
124,37.0,17.0,1.0
125,766.0,14.0,1.0
126,372.0,54.0,0.0
127,799.0,66.0,0.0
128,455.0,209.0,0.0
129,828.0,24.0,0.0
130,368.0,37.0,1.0
131,287.0,91.0,0.0
132,163.0,6.0,1.0
133,435.0,232.0,0.0
134,861.0,91.0,0.0
135,469.0,5.0,1.0
136,17.0,53.0,1.0
137,819.0,203.0,1.0
138,858.0,67.0,1.0
139,2.0,23.0,1.0
140,249.0,3.0,1.0
141,2.0,96.0,1.0
142,45.0,406.0,0.0
143,709.0,358.0,0.0
144,879.0,203.0,1.0
145,726.0,333.0,0.0
146,672.0,47.0,1.0
147,231.0,92.0,0.0
148,85.0,18.0,1.0
149,364.0,7.0,1.0
150,10.0,10.0,1.0
151,434.0,91.0,0.0
152,601.0,436.0,0.0
153,19.0,27.0,1.0
154,794.0,92.0,0.0
155,343.0,430.0,0.0
156,718.0,26.0,1.0
157,17.0,10.0,1.0
158,8.0,301.0,1.0
159,632.0,452.0,0.0
160,829.0,428.0,0.0
161,399.0,347.0,0.0
162,561.0,239.0,0.0
163,875.0,38.0,0.0
164,62.0,191.0,0.0
165,766.0,261.0,0.0
166,55.0,57.0,1.0
167,876.0,138.0,0.0
168,111.0,22.0,1.0
169,20.0,353.0,1.0
170,603.0,117.0,1.0
171,1.0,119.0,1.0
172,240.0,24.0,0.0
173,126.0,20.0,0.0
174,314.0,147.0,0.0
175,183.0,352.0,0.0
176,5.0,109.0,1.0
177,141.0,49.0,1.0
178,601.0,46.0,0.0
179,838.0,29.0,0.0
180,22.0,139.0,1.0
181,188.0,2.0,1.0
182,350.0,17.0,1.0
183,291.0,136.0,1.0
184,272.0,322.0,0.0
185,684.0,100.0,0.0
186,153.0,216.0,0.0
187,294.0,172.0,0.0
188,790.0,183.0,1.0
189,583.0,1.0,1.0
190,540.0,411.0,0.0
191,117.0,137.0,0.0
192,88.0,85.0,1.0
193,131.0,57.0,1.0
194,836.0,241.0,0.0
195,0.0,32.0,1.0
196,92.0,199.0,0.0
197,0.0,61.0,1.0
198,383.0,241.0,0.0
199,420.0,194.0,0.0
200,844.0,161.0,0.0
201,53.0,242.0,1.0
202,513.0,410.0,0.0
203,25.0,239.0,1.0
204,834.0,396.0,0.0
205,355.0,27.0,1.0
206,8.0,269.0,1.0
207,785.0,214.0,0.0
208,163.0,2.0,1.0
209,635.0,218.0,0.0
210,48.0,65.0,1.0
211,226.0,100.0,1.0
212,515.0,76.0,1.0
213,306.0,414.0,0.0
214,10.0,276.0,1.0
215,663.0,141.0,1.0
216,36.0,5.0,1.0
217,21.0,15.0,1.0
218,816.0,312.0,0.0
219,885.0,241.0,0.0
220,78.0,277.0,0.0
221,93.0,52.0,1.0
222,631.0,442.0,0.0
223,53.0,16.0,0.0
224,287.0,92.0,1.0
225,150.0,45.0,1.0
226,25.0,77.0,1.0
227,7.0,11.0,1.0
228,321.0,303.0,0.0
229,1.0,142.0,1.0
230,237.0,141.0,1.0
231,537.0,80.0,0.0
232,188.0,9.0,1.0
233,66.0,49.0,1.0
234,303.0,176.0,0.0
235,240.0,137.0,0.0
236,704.0,14.0,1.0
237,518.0,58.0,1.0
238,236.0,416.0,0.0
239,420.0,401.0,0.0
240,15.0,233.0,0.0
241,735.0,283.0,0.0
242,263.0,201.0,0.0
243,608.0,178.0,0.0
244,888.0,121.0,0.0
245,701.0,94.0,1.0
246,26.0,244.0,0.0
247,14.0,58.0,1.0
248,774.0,24.0,0.0
249,89.0,1.0,1.0
250,132.0,18.0,1.0
251,13.0,25.0,1.0
252,139.0,282.0,0.0
253,377.0,359.0,0.0
254,8.0,345.0,1.0
255,246.0,38.0,1.0
256,36.0,16.0,1.0
257,5.0,46.0,1.0
258,892.0,181.0,0.0
259,43.0,11.0,1.0
260,257.0,40.0,1.0
261,223.0,105.0,0.0
262,843.0,36.0,1.0
263,892.0,146.0,1.0
264,136.0,70.0,0.0
265,680.0,55.0,1.0
266,358.0,0.0,1.0
267,842.0,273.0,0.0
268,426.0,312.0,0.0
269,1.0,109.0,1.0
270,144.0,179.0,0.0
271,280.0,53.0,1.0
272,10.0,219.0,1.0
273,353.0,159.0,0.0
274,882.0,384.0,0.0
275,26.0,39.0,1.0
276,14.0,108.0,1.0
277,266.0,0.0,1.0
278,573.0,310.0,0.0
279,711.0,407.0,0.0
280,837.0,83.0,0.0
281,32.0,60.0,1.0
282,197.0,18.0,1.0
283,286.0,41.0,0.0
284,2.0,133.0,1.0
285,35.0,216.0,0.0
286,101.0,148.0,0.0
287,292.0,185.0,0.0
288,465.0,26.0,1.0
289,56.0,317.0,1.0
290,101.0,215.0,1.0
291,583.0,427.0,0.0
292,752.0,363.0,0.0
293,276.0,278.0,1.0
294,147.0,26.0,1.0
295,283.0,289.0,0.0
296,3.0,176.0,1.0
297,220.0,165.0,1.0
298,726.0,271.0,0.0
299,22.0,49.0,1.0
300,55.0,182.0,1.0
301,13.0,119.0,1.0
302,128.0,185.0,0.0
303,598.0,273.0,0.0
304,531.0,250.0,1.0
305,526.0,221.0,0.0
306,578.0,136.0,0.0
307,480.0,99.0,1.0
308,809.0,195.0,0.0
309,691.0,103.0,1.0
310,290.0,9.0,1.0
311,492.0,0.0,0.0
312,191.0,145.0,0.0
313,671.0,44.0,1.0
314,841.0,244.0,0.0
315,827.0,173.0,0.0
316,57.0,15.0,1.0
317,45.0,267.0,1.0
318,118.0,55.0,1.0
319,474.0,39.0,1.0
320,17.0,17.0,1.0
321,25.0,48.0,1.0
322,696.0,187.0,0.0
323,175.0,2.0,1.0
324,842.0,35.0,1.0
325,19.0,104.0,0.0
326,148.0,26.0,1.0
327,711.0,405.0,0.0
328,578.0,392.0,0.0
329,835.0,149.0,0.0
330,573.0,42.0,1.0
331,370.0,421.0,0.0
332,810.0,159.0,0.0
333,839.0,232.0,1.0
334,697.0,250.0,0.0
335,262.0,186.0,0.0
336,524.0,55.0,1.0
337,799.0,118.0,0.0
338,256.0,375.0,0.0
339,68.0,59.0,0.0
340,778.0,289.0,0.0
341,41.0,21.0,1.0
342,46.0,122.0,1.0
343,316.0,365.0,0.0
344,37.0,5.0,1.0
345,345.0,156.0,0.0
346,97.0,137.0,1.0
347,73.0,66.0,1.0
348,284.0,80.0,1.0
349,260.0,214.0,0.0
350,19.0,10.0,1.0
351,325.0,186.0,0.0
352,8.0,343.0,1.0
353,20.0,128.0,1.0
354,147.0,302.0,0.0
355,832.0,285.0,0.0
356,574.0,395.0,0.0
357,145.0,448.0,1.0
358,195.0,46.0,1.0
359,778.0,159.0,0.0
360,612.0,113.0,0.0
361,1.0,25.0,1.0
362,274.0,11.0,1.0
363,312.0,6.0,1.0
364,802.0,41.0,0.0
365,867.0,396.0,0.0
366,878.0,53.0,0.0
367,487.0,379.0,0.0
368,44.0,266.0,1.0
369,697.0,78.0,0.0
370,92.0,34.0,1.0
371,362.0,272.0,0.0
372,114.0,266.0,0.0
373,60.0,397.0,0.0
374,280.0,408.0,0.0
375,149.0,337.0,0.0
376,692.0,34.0,1.0
377,7.0,5.0,0.0
378,509.0,2.0,1.0
379,21.0,316.0,1.0
380,821.0,39.0,0.0
381,8.0,371.0,1.0
382,720.0,278.0,0.0
383,87.0,132.0,1.0
384,42.0,152.0,1.0
385,1.0,48.0,1.0
386,445.0,254.0,1.0
387,24.0,71.0,1.0
388,576.0,228.0,0.0
389,392.0,6.0,1.0
390,60.0,109.0,1.0
391,19.0,115.0,1.0
392,10.0,172.0,1.0
393,3.0,96.0,1.0
394,750.0,135.0,0.0
395,400.0,121.0,0.0
396,609.0,308.0,0.0
397,223.0,50.0,0.0
398,397.0,450.0,0.0
399,361.0,31.0,1.0
400,2.0,56.0,1.0
401,821.0,393.0,0.0
402,633.0,269.0,0.0
403,4.0,48.0,1.0
404,171.0,122.0,0.0
405,121.0,137.0,0.0
406,433.0,0.0,1.0
407,168.0,1.0,0.0
408,264.0,96.0,0.0
409,408.0,373.0,0.0
410,209.0,18.0,1.0
411,740.0,81.0,1.0
412,108.0,9.0,1.0
413,585.0,217.0,0.0
414,179.0,348.0,1.0
415,614.0,87.0,0.0
416,864.0,140.0,1.0
417,269.0,20.0,1.0
418,597.0,9.0,0.0
419,105.0,220.0,0.0
420,25.0,359.0,0.0
421,411.0,149.0,0.0
422,296.0,194.0,0.0
423,129.0,15.0,1.0
424,580.0,447.0,1.0
425,847.0,84.0,1.0
426,563.0,14.0,1.0
427,577.0,393.0,0.0
428,255.0,17.0,1.0
429,770.0,219.0,0.0
430,664.0,314.0,0.0
431,778.0,154.0,0.0
432,130.0,149.0,0.0
433,305.0,320.0,0.0
434,0.0,91.0,1.0
435,66.0,167.0,0.0
436,91.0,79.0,0.0
437,432.0,172.0,0.0
438,845.0,298.0,1.0
439,273.0,18.0,1.0
440,365.0,11.0,1.0
441,119.0,1.0,1.0
442,572.0,361.0,0.0
443,361.0,342.0,0.0
444,67.0,395.0,0.0
445,476.0,385.0,0.0
446,840.0,7.0,1.0
