,0,1,2
0,269.0,87.0,0.0
1,676.0,44.0,1.0
2,9.0,314.0,1.0
3,52.0,69.0,0.0
4,6.0,248.0,1.0
5,376.0,222.0,0.0
6,65.0,1.0,0.0
7,643.0,94.0,1.0
8,3.0,156.0,1.0
9,533.0,74.0,1.0
10,41.0,132.0,1.0
11,136.0,22.0,1.0
12,879.0,350.0,0.0
13,200.0,0.0,0.0
14,57.0,118.0,1.0
15,540.0,287.0,0.0
16,152.0,111.0,0.0
17,212.0,8.0,1.0
18,349.0,293.0,0.0
19,49.0,388.0,0.0
20,438.0,152.0,0.0
21,244.0,387.0,0.0
22,861.0,268.0,0.0
23,114.0,31.0,1.0
24,728.0,351.0,0.0
25,307.0,56.0,1.0
26,122.0,354.0,0.0
27,444.0,19.0,0.0
28,279.0,222.0,0.0
29,191.0,434.0,0.0
30,794.0,334.0,0.0
31,835.0,74.0,1.0
32,40.0,419.0,0.0
33,288.0,291.0,0.0
34,44.0,264.0,1.0
35,797.0,402.0,0.0
36,139.0,158.0,1.0
37,8.0,316.0,1.0
38,263.0,390.0,0.0
39,6.0,5.0,1.0
40,117.0,418.0,0.0
41,822.0,171.0,0.0
42,397.0,388.0,0.0
43,762.0,447.0,0.0
44,202.0,2.0,1.0
45,120.0,26.0,1.0
46,293.0,105.0,0.0
47,378.0,365.0,0.0
48,220.0,200.0,1.0
49,679.0,304.0,0.0
50,411.0,147.0,0.0
51,443.0,250.0,0.0
52,382.0,397.0,0.0
53,23.0,10.0,1.0
54,265.0,138.0,0.0
55,639.0,262.0,0.0
56,620.0,248.0,0.0
57,726.0,35.0,1.0
58,157.0,122.0,1.0
59,173.0,73.0,0.0
60,372.0,85.0,1.0
61,76.0,76.0,0.0
62,19.0,232.0,0.0
63,205.0,184.0,0.0
64,768.0,435.0,0.0
65,688.0,70.0,0.0
66,314.0,108.0,0.0
67,180.0,0.0,1.0
68,1.0,96.0,1.0
69,772.0,405.0,0.0
70,716.0,7.0,1.0
71,689.0,356.0,0.0
72,387.0,49.0,0.0
73,9.0,186.0,1.0
74,217.0,93.0,1.0
75,148.0,80.0,0.0
76,420.0,11.0,1.0
77,726.0,120.0,0.0
78,513.0,129.0,0.0
79,185.0,11.0,1.0
80,364.0,228.0,0.0
81,154.0,332.0,1.0
82,418.0,0.0,1.0
83,249.0,9.0,1.0
84,52.0,427.0,0.0
85,686.0,453.0,0.0
86,290.0,3.0,1.0
87,88.0,57.0,1.0
88,39.0,409.0,0.0
89,668.0,268.0,0.0
90,471.0,3.0,1.0
91,124.0,100.0,0.0
92,17.0,75.0,0.0
93,5.0,144.0,1.0
94,772.0,211.0,0.0
95,119.0,36.0,1.0
96,260.0,332.0,0.0
97,282.0,3.0,1.0
98,43.0,19.0,0.0
99,37.0,244.0,1.0
100,253.0,24.0,0.0
101,51.0,431.0,0.0
102,420.0,314.0,0.0
103,296.0,116.0,0.0
104,430.0,2.0,1.0
105,65.0,24.0,0.0
106,840.0,333.0,0.0
107,382.0,1.0,1.0
108,494.0,418.0,1.0
109,812.0,374.0,0.0
110,222.0,1.0,1.0
111,132.0,1.0,1.0
112,491.0,3.0,1.0
113,86.0,366.0,0.0
114,370.0,63.0,0.0
115,85.0,150.0,1.0
116,12.0,106.0,0.0
117,43.0,279.0,1.0
118,450.0,67.0,1.0
119,226.0,141.0,1.0
120,233.0,453.0,0.0
121,758.0,280.0,0.0
122,584.0,377.0,0.0
123,16.0,437.0,0.0
124,683.0,81.0,0.0
125,870.0,338.0,0.0
126,490.0,419.0,0.0
127,231.0,135.0,1.0
128,491.0,453.0,0.0
129,234.0,28.0,1.0
130,44.0,25.0,1.0
131,432.0,211.0,0.0
132,890.0,321.0,0.0
133,480.0,238.0,1.0
134,298.0,142.0,0.0
135,288.0,1.0,1.0
136,403.0,28.0,0.0
137,518.0,168.0,1.0
138,29.0,36.0,1.0
139,526.0,2.0,0.0
140,681.0,242.0,0.0
141,339.0,2.0,1.0
142,89.0,18.0,1.0
143,575.0,368.0,0.0
144,11.0,383.0,1.0
145,96.0,322.0,0.0
146,492.0,57.0,1.0
147,117.0,261.0,0.0
148,546.0,170.0,0.0
149,378.0,192.0,0.0
150,719.0,87.0,0.0
151,27.0,238.0,1.0
152,278.0,333.0,0.0
153,575.0,133.0,0.0
154,73.0,198.0,1.0
155,438.0,5.0,1.0
156,867.0,183.0,1.0
157,164.0,52.0,1.0
158,385.0,0.0,1.0
159,851.0,234.0,0.0
160,466.0,128.0,0.0
161,28.0,107.0,1.0
162,93.0,352.0,0.0
163,267.0,402.0,0.0
164,589.0,441.0,0.0
165,815.0,249.0,0.0
166,104.0,244.0,0.0
167,122.0,53.0,0.0
168,18.0,389.0,1.0
169,562.0,217.0,0.0
170,332.0,52.0,1.0
171,530.0,161.0,0.0
172,15.0,424.0,0.0
173,83.0,349.0,1.0
174,721.0,143.0,0.0
175,331.0,169.0,0.0
176,352.0,321.0,0.0
177,306.0,94.0,0.0
178,837.0,365.0,0.0
179,118.0,36.0,1.0
180,120.0,50.0,1.0
181,274.0,43.0,1.0
182,18.0,4.0,1.0
183,13.0,391.0,0.0
184,17.0,304.0,0.0
185,1.0,423.0,0.0
186,469.0,322.0,0.0
187,683.0,288.0,0.0
188,38.0,286.0,1.0
189,26.0,10.0,1.0
190,82.0,39.0,1.0
191,551.0,70.0,0.0
192,233.0,43.0,1.0
193,355.0,211.0,1.0
194,858.0,299.0,0.0
195,251.0,234.0,0.0
196,666.0,168.0,0.0
197,830.0,33.0,1.0
198,892.0,153.0,0.0
199,4.0,46.0,1.0
200,34.0,27.0,1.0
201,236.0,48.0,1.0
202,699.0,428.0,0.0
203,884.0,252.0,0.0
204,97.0,80.0,1.0
205,193.0,67.0,1.0
206,175.0,121.0,0.0
207,468.0,158.0,0.0
208,77.0,84.0,1.0
209,788.0,164.0,0.0
210,399.0,148.0,1.0
211,225.0,403.0,0.0
212,580.0,102.0,0.0
213,84.0,157.0,1.0
214,342.0,75.0,0.0
215,159.0,126.0,1.0
216,59.0,247.0,1.0
217,181.0,104.0,1.0
218,165.0,0.0,1.0
219,190.0,0.0,1.0
220,42.0,164.0,0.0
221,389.0,8.0,1.0
222,16.0,116.0,0.0
223,300.0,3.0,1.0
224,152.0,51.0,0.0
225,478.0,296.0,0.0
226,430.0,112.0,0.0
227,584.0,331.0,0.0
228,419.0,201.0,0.0
229,5.0,70.0,1.0
230,0.0,89.0,1.0
231,837.0,234.0,0.0
232,227.0,256.0,0.0
233,25.0,251.0,1.0
234,2.0,77.0,1.0
235,463.0,246.0,0.0
236,517.0,77.0,0.0
237,822.0,201.0,1.0
238,175.0,15.0,0.0
239,233.0,272.0,0.0
